date,home_team,away_team,home_score,away_score,tournament,location,home_elo_rating,away_elo_rating,home_elo_rank,away_elo_rank,home_market_value,away_market_value
2025-01-04,Bahrain,Oman,2,1,Gulf Cup,Kuwait,1530,1513,77,80,6230000.0,6100000.0
2025-01-05,Thailand,Vietnam,2,3,Southeast Asian Champ,Thailand,1379,1357,114,120,6380000.0,6380000.0
2025-03-19,Cameroon,Eswatini,0,0,World Cup qualifier,South Africa,1578,1234,63,154,197400000.0,1080000.0
2025-03-19,Liberia,Tunisia,0,1,World Cup qualifier,Liberia,1256,1606,150,58,14150000.0,66550000.0
2025-03-19,Madagascar,Central African Republic,4,1,World Cup qualifier,Morocco,1322,1249,130,152,8230000.0,6980000.0
2025-03-20,Benin,Zimbabwe,2,2,World Cup qualifier,South Africa,1426,1380,95,113,17080000.0,7100000.0
2025-03-20,Slovakia,Slovenia,0,0,European League B/C,Slovakia,1697,1731,47,41,130550000.0,143850000.0
2025-03-20,Kosovo,Iceland,2,1,European League B/C,Kosovo,1570,1560,65,68,114280000.0,74000000.0
2025-03-20,Bulgaria,Ireland,1,2,European League B/C,Bulgaria,1467,1627,89,55,29750000.0,144080000.0
2025-03-20,Armenia,Georgia,0,3,European League B/C,Armenia,1393,1709,109,45,40380000.0,199050000.0
2025-03-20,Ukraine,Belgium,3,1,European League A/B,Spain,1836,1816,18,20,288200000.0,558200000.0
2025-03-20,Turkey,Hungary,3,1,European League A/B,Turkey,1796,1756,25,32,522700000.0,210800000.0
2025-03-20,Greece,Scotland,0,1,European League A/B,Greece,1784,1787,29,27,315600000.0,207830000.0
2025-03-20,Austria,Serbia,1,1,European League A/B,Austria,1862,1818,16,19,258300000.0,296500000.0
2025-03-20,Netherlands,Spain,2,2,European Nations League,the Netherlands,1948,2168,9,1,766000000.0,1310000000.0
2025-03-20,Italy,Germany,1,2,European Nations League,Italy,1901,2000,13,6,833500000.0,773500000.0
2025-03-20,Denmark,Portugal,1,0,European Nations League,Denmark,1884,1965,15,7,368000000.0,968500000.0
2025-03-20,Croatia,France,2,0,European Nations League,Croatia,1931,2010,11,3,357300000.0,1470000000.0
2025-03-20,Peru,Bolivia,3,1,World Cup qualifier,Peru,1739,1641,38,52,28900000.0,19280000.0
2025-03-20,Paraguay,Chile,1,0,World Cup qualifier,Paraguay,1787,1716,27,44,134450000.0,72700000.0
2025-03-20,Brazil,Colombia,2,1,World Cup qualifier,Brazil,2009,1964,4,8,908700000.0,300500000.0
2025-03-20,Cape Verde,Mauritius,1,0,World Cup qualifier,Cape Verde,1474,1034,87,183,53430000.0,850000.0
2025-03-20,Gabon,Seychelles,3,0,World Cup qualifier,Gabon,1443,858,92,204,34450000.0,1030000.0
2025-03-20,United States,Panama,0,1,CONCACAF Nat League,the United States,1747,1740,35,37,356700000.0,32400000.0
2025-03-20,Libya,Angola,1,1,World Cup qualifier,Libya,1395,1565,107,67,11430000.0,52200000.0
2025-03-20,Gambia,Kenya,3,3,World Cup qualifier,Ivory Coast,1379,1401,114,103,72280000.0,10930000.0
2025-03-20,Uzbekistan,Kyrgyzstan,1,0,World Cup qualifier,Uzbekistan,1684,1279,49,144,79280000.0,7580000.0
2025-03-20,South Korea,Oman,1,1,World Cup qualifier,South Korea,1758,1523,31,79,142200000.0,6100000.0
2025-03-20,Saudi Arabia,China,1,0,World Cup qualifier,Saudi Arabia,1545,1416,72,99,27630000.0,12480000.0
2025-03-20,Qatar,North Korea,5,1,World Cup qualifier,Qatar,1541,1394,73,108,17930000.0,6850000.0
2025-03-20,Jordan,Palestine,3,1,World Cup qualifier,Jordan,1621,1398,56,104,16079999.0,7630000.0
2025-03-20,Iraq,Kuwait,2,2,World Cup qualifier,Iraq,1568,1338,66,128,19780000.0,4350000.0
2025-03-20,Iran,United Arab Emirates,2,0,World Cup qualifier,Iran,1843,1528,17,77,34680000.0,31130000.0
2025-03-20,Australia,Indonesia,5,1,World Cup qualifier,Australia,1723,1316,42,135,51330000.0,30580000.0
2025-03-20,Sierra Leone,Guinea-Bissau,3,1,World Cup qualifier,Liberia,1328,1297,130,137,13430000.0,41400000.0
2025-03-20,Mozambique,Uganda,3,1,World Cup qualifier,Egypt,1473,1369,88,117,30100000.0,8750000.0
2025-03-20,Mali,Comoros,3,0,World Cup qualifier,Morocco,1628,1405,54,102,35700000.0,3280000.0
2025-03-20,Malawi,Namibia,0,1,World Cup qualifier,Malawi,1284,1344,140,126,2049999.0,2080000.0
2025-03-20,Japan,Bahrain,2,0,World Cup qualifier,Japan,1893,1526,14,78,263899999.0,6230000.0
2025-03-21,Poland,Lithuania,1,0,World Cup qualifier,Poland,1701,1281,45,143,214000000.0,18550000.0
2025-03-21,Malta,Finland,0,1,World Cup qualifier,Malta,1258,1549,150,72,14750000.0,41700000.0
2025-03-21,England,Albania,2,0,World Cup qualifier,England,2010,1631,3,53,1620000000.0,81750000.0
2025-03-21,Cyprus,San Marino,2,0,World Cup qualifier,Cyprus,1303,846,136,206,19100000.0,1120000.0
2025-03-21,Andorra,Latvia,0,1,World Cup qualifier,Andorra,1068,1291,178,138,3340000.0,17530000.0
2025-03-21,Suriname,Martinique,1,0,CONCACAF Champ qual,Suriname,1374,1400,117,104,37650000.0,3830000.0
2025-03-21,St Vincent & Grenadines,Jamaica,1,1,CONCACAF Champ qual,St Vincent & Grenadines,1136,1556,166,71,0.0,53850000.0
2025-03-21,Bermuda,Honduras,3,5,CONCACAF Champ qual,Bermuda,1133,1557,167,70,375000.0,16300000.0
2025-03-21,Guadeloupe,Nicaragua,1,0,CONCACAF Champ qual,Guadeloupe,1351,1347,122,123,12600000.0,2580000.0
2025-03-21,Cuba,Trinidad and Tobago,1,2,CONCACAF Champ qual,Cuba,1261,1417,149,98,2100000.0,10100000.0
2025-03-21,Belize,Costa Rica,0,7,CONCACAF Champ qual,Belize,1090,1651,175,51,375000.0,18700000.0
2025-03-21,Uruguay,Argentina,0,1,World Cup qualifier,Uruguay,1931,2125,10,2,362450000.0,761200000.0
2025-03-21,Ecuador,Venezuela,2,1,World Cup qualifier,Ecuador,1917,1727,12,41,366730000.0,62780000.0
2025-03-21,Romania,Bosnia and Herzegovina,0,1,World Cup qualifier,Romania,1684,1520,48,80,97200000.0,133400000.0
2025-03-21,Guyana,Guatemala,3,2,CONCACAF Champ qual,Barbados,1277,1486,145,83,1500000.0,5400000.0
2025-03-21,Botswana,Algeria,1,3,World Cup qualifier,Botswana,1342,1698,126,46,3080000.0,227850000.0
2025-03-21,Morocco,Niger,2,1,World Cup qualifier,Morocco,1803,1319,23,134,456000000.0,9980000.0
2025-03-21,DR Congo,South Sudan,1,0,World Cup qualifier,DR Congo,1542,1118,74,172,153500000.0,1600000.0
2025-03-21,New Zealand,Fiji,7,0,World Cup qualifier,New Zealand,1589,1227,60,155,31700000.0,2450000.0
2025-03-21,New Caledonia,Tahiti,3,0,World Cup qualifier,New Zealand,1291,1176,138,162,5200000.0,60000.0
2025-03-21,Burkina Faso,Djibouti,4,1,World Cup qualifier,Morocco,1484,939,84,193,121230000.0,575000.0
2025-03-21,South Africa,Lesotho,2,0,World Cup qualifier,South Africa,1580,1226,62,156,41150000.0,675000.0
2025-03-21,Ivory Coast,Burundi,1,0,World Cup qualifier,Morocco,1585,1274,61,147,514900000.0,12450000.0
2025-03-21,Guinea,Somalia,0,0,World Cup qualifier,Ivory Coast,1470,914,88,198,74250000.0,860000.0
2025-03-21,Ghana,Chad,5,0,World Cup qualifier,Ghana,1438,1157,93,163,220780000.0,6100000.0
2025-03-21,Equatorial Guinea,Sao Tome and Principe,2,0,World Cup qualifier,Equatorial Guinea,1498,1044,82,182,12050000.0,1430000.0
2025-03-21,Egypt,Ethiopia,2,0,World Cup qualifier,Morocco,1663,1269,50,148,108830000.0,2780000.0
2025-03-21,Rwanda,Nigeria,0,2,World Cup qualifier,Rwanda,1333,1572,129,64,6800000.0,218080000.0
2025-03-22,Moldova,Norway,0,5,World Cup qualifier,Moldova,1346,1815,123,21,10530000.0,504000000.0
2025-03-22,Israel,Estonia,2,1,World Cup qualifier,Hungary,1610,1367,58,119,86900000.0,7000000.0
2025-03-22,Liechtenstein,North Macedonia,0,3,World Cup qualifier,Liechtenstein,911,1612,199,57,600000.0,38680000.0
2025-03-22,Montenegro,Gibraltar,3,1,World Cup qualifier,Montenegro,1522,1053,80,180,60130000.0,1380000.0
2025-03-22,Czechia,Faroe Islands,2,1,World Cup qualifier,Czechia,1754,1276,33,146,179080000.0,4950000.0
2025-03-22,Senegal,Sudan,0,0,World Cup qualifier,Libya,1755,1409,32,100,474000000.0,3250000.0
2025-03-22,Togo,Mauritania,2,2,World Cup qualifier,Togo,1374,1370,115,117,29680000.0,23600000.0
2025-03-22,Wales,Kazakhstan,3,1,World Cup qualifier,Wales,1737,1421,38,97,199050000.0,17700000.0
2025-03-23,Mexico,Panama,2,1,CONCACAF Nat League,the United States,1817,1723,22,39,79800000.0,32400000.0
2025-03-23,France,Croatia,2,0,European Nations League,France,2030,1911,3,13,1470000000.0,357300000.0
2025-03-23,Germany,Italy,3,3,European Nations League,Germany,1987,1914,7,12,773500000.0,833500000.0
2025-03-23,Portugal,Denmark,5,2,European Nations League,Portugal,1988,1861,6,15,968500000.0,368000000.0
2025-03-23,Spain,Netherlands,3,3,European Nations League,Spain,2150,1966,1,8,1310000000.0,766000000.0
2025-03-23,Belgium,Ukraine,3,0,European League A/B,Belgium,1843,1809,16,25,558200000.0,288200000.0
2025-03-23,Scotland,Greece,0,3,European League A/B,Scotland,1742,1829,34,21,207830000.0,315600000.0
2025-03-23,Hungary,Turkey,0,3,European League A/B,Hungary,1715,1837,44,19,210800000.0,522700000.0
2025-03-23,Georgia,Armenia,6,1,European League B/C,Georgia,1716,1386,42,109,199050000.0,40380000.0
2025-03-23,Iceland,Kosovo,1,3,European League B/C,Spain,1531,1599,76,60,74000000.0,114280000.0
2025-03-23,Ireland,Bulgaria,2,1,European League B/C,Ireland,1634,1460,53,90,144080000.0,29750000.0
2025-03-23,Slovenia,Slovakia,1,0,European League B/C,Slovenia,1744,1684,33,47,143850000.0,130550000.0
2025-03-23,Eswatini,Mauritius,3,3,World Cup qualifier,South Africa,1224,1044,156,182,1080000.0,850000.0
2025-03-23,Kenya,Gabon,1,2,World Cup qualifier,Kenya,1378,1466,114,89,10930000.0,34450000.0
2025-03-23,Serbia,Austria,2,0,European League A/B,Serbia,1843,1837,16,19,296500000.0,258300000.0
2025-03-24,Central African Republic,Mali,0,0,World Cup qualifier,Morocco,1265,1612,149,56,6980000.0,35700000.0
2025-03-24,Bosnia and Herzegovina,Cyprus,2,1,World Cup qualifier,Bosnia and Herzegovina,1526,1297,78,136,133400000.0,19100000.0
2025-03-24,Albania,Andorra,3,0,World Cup qualifier,Albania,1633,1066,54,178,81750000.0,3340000.0
2025-03-24,Lithuania,Finland,2,2,World Cup qualifier,Lithuania,1290,1540,137,75,18550000.0,41700000.0
2025-03-24,Poland,Malta,2,0,World Cup qualifier,Poland,1704,1255,45,152,214000000.0,14750000.0
2025-03-24,San Marino,Romania,1,5,World Cup qualifier,San Marino,845,1685,206,47,1120000.0,97200000.0
2025-03-24,Equatorial Guinea,Namibia,1,1,World Cup qualifier,South Africa,1490,1352,83,121,12050000.0,2080000.0
2025-03-24,England,Latvia,3,0,World Cup qualifier,England,2011,1290,4,137,1620000000.0,17530000.0
2025-03-24,Ghana,Madagascar,3,0,World Cup qualifier,Morocco,1462,1298,90,135,220780000.0,8230000.0
2025-03-24,Guinea-Bissau,Burkina Faso,1,2,World Cup qualifier,Guinea-Bissau,1282,1499,142,82,41400000.0,121230000.0
2025-03-24,Ivory Coast,Gambia,1,0,World Cup qualifier,Ivory Coast,1591,1373,62,116,514900000.0,72280000.0
2025-03-24,Liberia,Sao Tome and Principe,2,1,World Cup qualifier,Liberia,1262,1038,150,183,14150000.0,1430000.0
2025-03-24,Tunisia,Malawi,2,0,World Cup qualifier,Tunisia,1611,1279,58,143,66550000.0,2049999.0
2025-03-24,New Zealand,New Caledonia,3,0,World Cup qualifier,New Zealand,1595,1285,61,140,31700000.0,5200000.0
2025-03-24,Ethiopia,Djibouti,6,1,World Cup qualifier,Morocco,1279,929,143,194,2780000.0,575000.0
2025-03-25,North Macedonia,Wales,1,1,World Cup qualifier,North Macedonia,1613,1736,56,37,38680000.0,199050000.0
2025-03-25,Norway,Israel,4,2,World Cup qualifier,Hungary,1829,1596,21,61,504000000.0,86900000.0
2025-03-25,Algeria,Mozambique,5,1,World Cup qualifier,Algeria,1708,1463,45,88,227850000.0,30100000.0
2025-03-25,Angola,Cape Verde,1,2,World Cup qualifier,Angola,1535,1504,76,80,52200000.0,53430000.0
2025-03-25,Botswana,Somalia,2,0,World Cup qualifier,Botswana,1345,911,123,200,3080000.0,860000.0
2025-03-25,Comoros,Chad,1,0,World Cup qualifier,Morocco,1413,1149,99,163,3280000.0,6100000.0
2025-03-25,Cameroon,Libya,3,1,World Cup qualifier,Cameroon,1588,1385,64,111,197400000.0,11430000.0
2025-03-25,Montenegro,Faroe Islands,1,0,World Cup qualifier,Montenegro,1527,1271,78,147,60130000.0,4950000.0
2025-03-25,Egypt,Sierra Leone,1,0,World Cup qualifier,Egypt,1666,1325,50,127,108830000.0,13430000.0
2025-03-25,Mauritania,DR Congo,0,2,World Cup qualifier,Mauritania,1346,1566,122,65,23600000.0,153500000.0
2025-03-25,Morocco,Tanzania,2,0,World Cup qualifier,Morocco,1806,1404,26,102,456000000.0,7530000.0
2025-03-25,Nigeria,Zimbabwe,1,1,World Cup qualifier,Nigeria,1558,1394,69,106,218080000.0,7100000.0
2025-03-25,Burundi,Seychelles,5,0,World Cup qualifier,Morocco,1281,851,144,204,12450000.0,1030000.0
2025-03-25,Moldova,Estonia,2,3,World Cup qualifier,Moldova,1322,1391,130,107,10530000.0,7000000.0
2025-03-25,Trinidad and Tobago,Cuba,4,0,CONCACAF Champ qual,Trinidad and Tobago,1431,1247,95,153,10100000.0,2100000.0
2025-03-25,Czechia,Gibraltar,4,0,World Cup qualifier,Portugal,1755,1052,31,180,179080000.0,1380000.0
2025-03-25,Nicaragua,Guadeloupe,0,1,CONCACAF Champ qual,Nicaragua,1322,1376,130,115,2580000.0,12600000.0
2025-03-25,Martinique,Suriname,0,1,CONCACAF Champ qual,Martinique,1373,1401,116,104,3830000.0,37650000.0
2025-03-25,Jamaica,St Vincent & Grenadines,3,0,CONCACAF Champ qual,Jamaica,1559,1133,68,166,53850000.0,0.0
2025-03-25,Honduras,Bermuda,2,0,CONCACAF Champ qual,Honduras,1560,1130,67,168,16300000.0,375000.0
2025-03-25,Guatemala,Guyana,2,0,CONCACAF Champ qual,Guatemala,1495,1268,84,148,5400000.0,1500000.0
2025-03-25,Costa Rica,Belize,6,1,CONCACAF Champ qual,Costa Rica,1653,1088,51,175,18700000.0,375000.0
2025-03-25,Venezuela,Peru,1,0,World Cup qualifier,Venezuela,1742,1724,34,39,62780000.0,28900000.0
2025-03-25,Colombia,Paraguay,2,2,World Cup qualifier,Colombia,1951,1800,9,27,300500000.0,134450000.0
2025-03-25,Chile,Ecuador,0,0,World Cup qualifier,Chile,1722,1911,41,12,72700000.0,366730000.0
2025-03-25,Bolivia,Uruguay,0,0,World Cup qualifier,Bolivia,1651,1921,52,10,19280000.0,362450000.0
2025-03-25,Argentina,Brazil,4,1,World Cup qualifier,Argentina,2141,1993,2,5,761200000.0,908700000.0
2025-03-25,Rwanda,Lesotho,1,1,World Cup qualifier,Rwanda,1322,1237,130,154,6800000.0,675000.0
2025-03-25,Liechtenstein,Kazakhstan,0,2,World Cup qualifier,Liechtenstein,906,1426,201,97,600000.0,17700000.0
2025-03-25,Senegal,Togo,2,0,World Cup qualifier,Senegal,1759,1370,30,118,474000000.0,29680000.0
2025-03-25,Kyrgyzstan,Qatar,3,1,World Cup qualifier,Kyrgyzstan,1322,1498,130,83,7580000.0,17930000.0
2025-03-25,South Sudan,Sudan,1,1,World Cup qualifier,Libya,1132,1395,167,105,1600000.0,3250000.0
2025-03-25,Vietnam,Laos,5,0,Asian Cup qualifier,Vietnam,1359,687,120,222,6380000.0,1320000.0
2025-03-25,Thailand,Sri Lanka,1,0,Asian Cup qualifier,Thailand,1383,737,112,213,6380000.0,885000.0
2025-03-25,Tajikistan,East Timor,1,0,Asian Cup qualifier,Tajikistan,1289,658,141,225,7700000.0,925000.0
2025-03-25,Taiwan,Turkmenistan,1,2,Asian Cup qualifier,Taiwan,914,1215,198,160,1920000.0,2950000.0
2025-03-25,Syria,Pakistan,2,0,Asian Cup qualifier,Saudi Arabia,1439,824,94,209,7200000.0,3440000.0
2025-03-25,Singapore,Hong Kong,0,0,Asian Cup qualifier,Singapore,1059,1138,179,165,4380000.0,3600000.0
2025-03-25,Philippines,Maldives,4,1,Asian Cup qualifier,the Philippines,1130,877,168,203,6430000.0,950000.0
2025-03-25,Myanmar,Afghanistan,2,1,Asian Cup qualifier,Myanmar,942,1061,193,178,3130000.0,325000.0
2025-03-25,Lebanon,Brunei,5,0,Asian Cup qualifier,Qatar,1342,665,125,224,6430000.0,680000.0
2025-03-25,India,Bangladesh,0,0,Asian Cup qualifier,India,1162,922,162,196,4800000.0,7740000.0
2025-03-25,Bhutan,Yemen,0,0,Asian Cup qualifier,Bhutan,637,1109,227,172,690000.0,1850000.0
2025-03-25,United Arab Emirates,North Korea,2,1,World Cup qualifier,Saudi Arabia,1541,1381,72,113,31130000.0,6850000.0
2025-03-25,South Korea,Jordan,1,1,World Cup qualifier,South Korea,1746,1633,32,54,142200000.0,16079999.0
2025-03-25,Palestine,Iraq,2,1,World Cup qualifier,Jordan,1427,1539,96,74,7630000.0,19780000.0
2025-03-25,South Africa,Benin,2,0,World Cup qualifier,Ivory Coast,1598,1408,60,100,41150000.0,17080000.0
2025-03-25,Kuwait,Oman,0,1,World Cup qualifier,Kuwait,1323,1538,128,75,4350000.0,6100000.0
2025-03-25,Malaysia,Nepal,2,0,Asian Cup qualifier,Malaysia,1260,948,151,191,7130000.0,1330000.0
2025-03-25,Japan,Saudi Arabia,0,0,World Cup qualifier,Japan,1876,1562,14,66,263899999.0,27630000.0
2025-03-25,Iran,Uzbekistan,2,2,World Cup qualifier,Iran,1830,1697,20,47,34680000.0,79280000.0
2025-03-25,Indonesia,Bahrain,1,0,World Cup qualifier,Indonesia,1342,1500,125,81,30580000.0,6230000.0
2025-03-25,China,Australia,0,2,World Cup qualifier,China,1402,1737,103,36,12480000.0,51330000.0
2025-03-25,Uganda,Guinea,1,0,World Cup qualifier,Uganda,1389,1450,109,93,8750000.0,74250000.0
2025-05-23,Saint Martin,Anguilla,2,1,Pelican Cup,Saint Martin,1020,623,185,229,0.0,0.0
2025-05-24,Saint Kitts and Nevis,Anguilla,4,2,Pelican Cup,Saint Martin,1088,620,174,231,575000.0,0.0
2025-05-25,Saint Martin,Saint Kitts and Nevis,4,1,Pelican Cup,Saint Martin,1043,1055,183,179,0.0,575000.0
2025-05-27,Jamaica,Trinidad and Tobago,3,2,Unity Cup,England,1569,1421,65,98,53850000.0,10100000.0
2025-05-28,Nigeria,Ghana,2,1,Unity Cup,England,1569,1451,65,92,218080000.0,220780000.0
2025-05-31,Jamaica,Nigeria,2,2,Unity Cup,England,1569,1569,66,66,53850000.0,218080000.0
2025-05-31,Ghana,Trinidad and Tobago,4,0,Unity Cup,England,1477,1395,87,104,220780000.0,10100000.0
2025-06-04,Bermuda,Cayman Islands,5,0,World Cup qualifier,Bermuda,1137,821,167,209,375000.0,0.0
2025-06-04,Dominica,British Virgin Islands,3,0,World Cup qualifier,Dominica,975,627,189,229,0.0,0.0
2025-06-04,Grenada,Bahamas,6,0,World Cup qualifier,Grenada,1082,783,174,210,1750000.0,0.0
2025-06-04,Montserrat,Belize,1,0,World Cup qualifier,Trinidad and Tobago,979,1060,188,177,375000.0,375000.0
2025-06-04,St Vincent & Grenadines,Anguilla,6,0,World Cup qualifier,St Vincent & Grenadines,1153,617,163,231,0.0,0.0
2025-06-04,Barbados,Aruba,1,1,World Cup qualifier,Barbados,949,922,190,197,200000.0,125000.0
2025-06-04,Mauritius,Zimbabwe,0,0,COSAFA Cup,South Africa,1059,1379,178,113,850000.0,7100000.0
2025-06-04,South Africa,Mozambique,0,1,COSAFA Cup,South Africa,1566,1495,67,83,41150000.0,30100000.0
2025-06-04,Germany,Portugal,1,2,European Nations League,Germany,1955,2020,8,4,773500000.0,968500000.0
2025-06-05,Kyrgyzstan,North Korea,2,2,World Cup qualifier,Saudi Arabia,1325,1378,127,113,7580000.0,6850000.0
2025-06-05,Chile,Argentina,0,1,World Cup qualifier,Chile,1717,2146,42,2,72700000.0,761200000.0
2025-06-05,Ecuador,Brazil,0,0,World Cup qualifier,Ecuador,1910,1994,12,6,366730000.0,908700000.0
2025-06-05,Paraguay,Uruguay,2,0,World Cup qualifier,Paraguay,1832,1889,20,13,134450000.0,362450000.0
2025-06-05,Spain,France,5,4,European Nations League,Germany,2167,2013,1,4,1310000000.0,1470000000.0
2025-06-05,Australia,Japan,1,0,World Cup qualifier,Australia,1759,1854,31,15,51330000.0,263899999.0
2025-06-05,Bahrain,Saudi Arabia,0,2,World Cup qualifier,Bahrain,1468,1608,88,58,6230000.0,27630000.0
2025-06-05,Indonesia,China,1,0,World Cup qualifier,Indonesia,1360,1384,121,111,30580000.0,12480000.0
2025-06-05,Iraq,South Korea,0,2,World Cup qualifier,Iraq,1518,1767,79,30,19780000.0,142200000.0
2025-06-05,Kuwait,Palestine,0,2,World Cup qualifier,Kuwait,1293,1457,137,92,4350000.0,7630000.0
2025-06-05,Qatar,Iran,1,0,World Cup qualifier,Qatar,1530,1798,75,27,17930000.0,34680000.0
2025-06-05,Oman,Jordan,0,3,World Cup qualifier,Oman,1504,1656,81,51,6100000.0,16079999.0
2025-06-05,Angola,Namibia,1,1,COSAFA Cup,South Africa,1525,1362,78,120,52200000.0,2080000.0
2025-06-05,United Arab Emirates,Uzbekistan,0,0,World Cup qualifier,the United Arab Emirates,1544,1694,72,47,31130000.0,79280000.0
2025-06-05,Lesotho,Malawi,1,0,COSAFA Cup,South Africa,1259,1257,150,151,675000.0,2049999.0
2025-06-06,Czechia,Montenegro,2,0,World Cup qualifier,Czechia,1763,1519,31,78,179080000.0,60130000.0
2025-06-06,North Macedonia,Belgium,1,1,World Cup qualifier,North Macedonia,1620,1836,56,20,38680000.0,558200000.0
2025-06-06,Norway,Italy,3,0,World Cup qualifier,Norway,1862,1881,14,13,504000000.0,833500000.0
2025-06-06,Estonia,Israel,1,3,World Cup qualifier,Estonia,1370,1617,116,57,7000000.0,86900000.0
2025-06-06,Colombia,Peru,0,0,World Cup qualifier,Colombia,1936,1739,9,37,300500000.0,28900000.0
2025-06-06,Croatia,Gibraltar,7,0,World Cup qualifier,Portugal,1912,1051,10,180,357300000.0,1380000.0
2025-06-06,Antigua and Barbuda,Cuba,0,1,World Cup qualifier,Antigua and Barbuda,910,1255,200,152,650000.0,2100000.0
2025-06-06,Suriname,Puerto Rico,1,0,World Cup qualifier,Suriname,1405,1118,101,171,37650000.0,1180000.0
2025-06-06,Nicaragua,Guyana,1,0,World Cup qualifier,Nicaragua,1329,1256,129,151,2580000.0,1500000.0
2025-06-06,Guatemala,Dominican Republic,4,2,World Cup qualifier,Guatemala,1501,1281,83,143,5400000.0,18030000.0
2025-06-06,Curaçao,Saint Lucia,4,0,World Cup qualifier,Curaçao,1330,1027,128,185,28680000.0,250000.0
2025-06-06,Venezuela,Bolivia,2,0,World Cup qualifier,Venezuela,1757,1636,34,53,62780000.0,19280000.0
2025-06-06,Wales,Liechtenstein,3,0,World Cup qualifier,Wales,1736,906,38,201,199050000.0,600000.0
2025-06-06,Trinidad and Tobago,Saint Kitts and Nevis,6,2,World Cup qualifier,Trinidad and Tobago,1401,1049,102,181,10100000.0,575000.0
2025-06-06,Comoros,Zambia,1,0,COSAFA Cup,South Africa,1433,1385,96,107,3280000.0,14630000.0
2025-06-07,Bosnia and Herzegovina,San Marino,1,0,World Cup qualifier,Bosnia and Herzegovina,1526,845,76,205,133400000.0,1120000.0
